"uniqueID","stream","site_type","date_MI_sampling","identified_taxa","lowest_level_identified","phylum","subphylum","class","order","family","tribe_subfamily","genus","species","number_of_kicks","abundance_absolut"
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Chironomidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae",NA,NA,NA,5,360
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Chironomidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae",NA,NA,NA,5,47
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Chironomidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae",NA,NA,NA,5,15
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Chironomidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae",NA,NA,NA,5,42
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Chironomidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae",NA,NA,NA,5,35
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Chironomidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae",NA,NA,NA,5,6
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Chironomidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae",NA,NA,NA,5,20
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Chironomidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae",NA,NA,NA,5,32
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Chironomidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae",NA,NA,NA,5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Chironomini","T","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae","Chironomini",NA,NA,10,256
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Chironomini","T","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae","Chironomini",NA,NA,10,52
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Chironomini","T","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae","Chironomini",NA,NA,10,23
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Chironomini","T","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae","Chironomini",NA,NA,10,40
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Chironomini","T","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae","Chironomini",NA,NA,10,43
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Chironomini","T","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae","Chironomini",NA,NA,10,584
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Chironomini","T","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae","Chironomini",NA,NA,10,5
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Chironomini","T","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae","Chironomini",NA,NA,5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Chironomini","T","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae","Chironomini",NA,NA,5,24
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Chironomini","T","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae","Chironomini",NA,NA,5,36
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Chironomini","T","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae","Chironomini",NA,NA,5,13
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Chironomini","T","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae","Chironomini",NA,NA,5,8
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Chironomini","T","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae","Chironomini",NA,NA,5,7
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Chironomini","T","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae","Chironomini",NA,NA,5,14
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Chironomini","T","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae","Chironomini",NA,NA,5,2
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Chironomini","T","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae","Chironomini",NA,NA,5,7
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Chironomini","T","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae","Chironomini",NA,NA,5,137
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Chironomini","T","Arthropoda","Hexapoda","Insecta","Diptera","Chironomidae","Chironomini",NA,NA,5,32
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Chrysops sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae","Chrysopsini","Chrysops",NA,10,3
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Chrysops sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae","Chrysopsini","Chrysops",NA,10,7
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Chrysops sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae","Chrysopsini","Chrysops",NA,10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Chrysops sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae","Chrysopsini","Chrysops",NA,10,5
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Chrysops sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae","Chrysopsini","Chrysops",NA,10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Chrysops sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae","Chrysopsini","Chrysops",NA,10,26
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Chrysops sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae","Chrysopsini","Chrysops",NA,10,0
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Chrysops sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae","Chrysopsini","Chrysops",NA,5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Chrysops sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae","Chrysopsini","Chrysops",NA,5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Chrysops sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae","Chrysopsini","Chrysops",NA,5,0
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Chrysops sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae","Chrysopsini","Chrysops",NA,5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Chrysops sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae","Chrysopsini","Chrysops",NA,5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Chrysops sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae","Chrysopsini","Chrysops",NA,5,0
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Chrysops sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae","Chrysopsini","Chrysops",NA,5,0
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Chrysops sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae","Chrysopsini","Chrysops",NA,5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Chrysops sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae","Chrysopsini","Chrysops",NA,5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Chrysops sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae","Chrysopsini","Chrysops",NA,5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Chrysops sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tabanidae","Chrysopsini","Chrysops",NA,5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Coelostoma sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophilidae",NA,"Coelostoma",NA,10,0
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Coelostoma sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophilidae",NA,"Coelostoma",NA,10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Coelostoma sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophilidae",NA,"Coelostoma",NA,10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Coelostoma sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophilidae",NA,"Coelostoma",NA,10,1
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Coelostoma sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophilidae",NA,"Coelostoma",NA,10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Coelostoma sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophilidae",NA,"Coelostoma",NA,10,0
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Coelostoma sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophilidae",NA,"Coelostoma",NA,10,0
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Coelostoma sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophilidae",NA,"Coelostoma",NA,5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Coelostoma sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophilidae",NA,"Coelostoma",NA,5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Coelostoma sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophilidae",NA,"Coelostoma",NA,5,0
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Coelostoma sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophilidae",NA,"Coelostoma",NA,5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Coelostoma sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophilidae",NA,"Coelostoma",NA,5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Coelostoma sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophilidae",NA,"Coelostoma",NA,5,0
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Coelostoma sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophilidae",NA,"Coelostoma",NA,5,0
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Coelostoma sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophilidae",NA,"Coelostoma",NA,5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Coelostoma sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophilidae",NA,"Coelostoma",NA,5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Coelostoma sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophilidae",NA,"Coelostoma",NA,5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Coelostoma sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Hydrophilidae",NA,"Coelostoma",NA,5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Copelatus sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dytiscidae",NA,"Copelatus",NA,10,0
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Copelatus sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dytiscidae",NA,"Copelatus",NA,10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Copelatus sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dytiscidae",NA,"Copelatus",NA,10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Copelatus sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dytiscidae",NA,"Copelatus",NA,10,0
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Copelatus sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dytiscidae",NA,"Copelatus",NA,10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Copelatus sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dytiscidae",NA,"Copelatus",NA,10,1
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Copelatus sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dytiscidae",NA,"Copelatus",NA,10,3
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Copelatus sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dytiscidae",NA,"Copelatus",NA,5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Copelatus sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dytiscidae",NA,"Copelatus",NA,5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Copelatus sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dytiscidae",NA,"Copelatus",NA,5,0
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Copelatus sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dytiscidae",NA,"Copelatus",NA,5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Copelatus sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dytiscidae",NA,"Copelatus",NA,5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Copelatus sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dytiscidae",NA,"Copelatus",NA,5,0
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Copelatus sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dytiscidae",NA,"Copelatus",NA,5,0
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Copelatus sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dytiscidae",NA,"Copelatus",NA,5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Copelatus sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dytiscidae",NA,"Copelatus",NA,5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Copelatus sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dytiscidae",NA,"Copelatus",NA,5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Copelatus sp.","G","Arthropoda","Hexapoda","Insecta","Coleoptera","Dytiscidae",NA,"Copelatus",NA,5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Cordulegaster boltonii","S","Arthropoda","Hexapoda","Insecta","Odonata","Cordulegastridae",NA,"Cordulegaster","Cordulegaster boltonii",10,0
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Cordulegaster boltonii","S","Arthropoda","Hexapoda","Insecta","Odonata","Cordulegastridae",NA,"Cordulegaster","Cordulegaster boltonii",10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Cordulegaster boltonii","S","Arthropoda","Hexapoda","Insecta","Odonata","Cordulegastridae",NA,"Cordulegaster","Cordulegaster boltonii",10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Cordulegaster boltonii","S","Arthropoda","Hexapoda","Insecta","Odonata","Cordulegastridae",NA,"Cordulegaster","Cordulegaster boltonii",10,0
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Cordulegaster boltonii","S","Arthropoda","Hexapoda","Insecta","Odonata","Cordulegastridae",NA,"Cordulegaster","Cordulegaster boltonii",10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Cordulegaster boltonii","S","Arthropoda","Hexapoda","Insecta","Odonata","Cordulegastridae",NA,"Cordulegaster","Cordulegaster boltonii",10,0
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Cordulegaster boltonii","S","Arthropoda","Hexapoda","Insecta","Odonata","Cordulegastridae",NA,"Cordulegaster","Cordulegaster boltonii",10,2
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Cordulegaster boltonii","S","Arthropoda","Hexapoda","Insecta","Odonata","Cordulegastridae",NA,"Cordulegaster","Cordulegaster boltonii",5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Cordulegaster boltonii","S","Arthropoda","Hexapoda","Insecta","Odonata","Cordulegastridae",NA,"Cordulegaster","Cordulegaster boltonii",5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Cordulegaster boltonii","S","Arthropoda","Hexapoda","Insecta","Odonata","Cordulegastridae",NA,"Cordulegaster","Cordulegaster boltonii",5,0
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Cordulegaster boltonii","S","Arthropoda","Hexapoda","Insecta","Odonata","Cordulegastridae",NA,"Cordulegaster","Cordulegaster boltonii",5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Cordulegaster boltonii","S","Arthropoda","Hexapoda","Insecta","Odonata","Cordulegastridae",NA,"Cordulegaster","Cordulegaster boltonii",5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Cordulegaster boltonii","S","Arthropoda","Hexapoda","Insecta","Odonata","Cordulegastridae",NA,"Cordulegaster","Cordulegaster boltonii",5,0
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Cordulegaster boltonii","S","Arthropoda","Hexapoda","Insecta","Odonata","Cordulegastridae",NA,"Cordulegaster","Cordulegaster boltonii",5,0
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Cordulegaster boltonii","S","Arthropoda","Hexapoda","Insecta","Odonata","Cordulegastridae",NA,"Cordulegaster","Cordulegaster boltonii",5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Cordulegaster boltonii","S","Arthropoda","Hexapoda","Insecta","Odonata","Cordulegastridae",NA,"Cordulegaster","Cordulegaster boltonii",5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Cordulegaster boltonii","S","Arthropoda","Hexapoda","Insecta","Odonata","Cordulegastridae",NA,"Cordulegaster","Cordulegaster boltonii",5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Cordulegaster boltonii","S","Arthropoda","Hexapoda","Insecta","Odonata","Cordulegastridae",NA,"Cordulegaster","Cordulegaster boltonii",5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Curculionidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Curculionidae",NA,NA,NA,10,0
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Curculionidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Curculionidae",NA,NA,NA,10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Curculionidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Curculionidae",NA,NA,NA,10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Curculionidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Curculionidae",NA,NA,NA,10,0
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Curculionidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Curculionidae",NA,NA,NA,10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Curculionidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Curculionidae",NA,NA,NA,10,0
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Curculionidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Curculionidae",NA,NA,NA,10,1
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Curculionidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Curculionidae",NA,NA,NA,5,0
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Curculionidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Curculionidae",NA,NA,NA,5,0
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Curculionidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Curculionidae",NA,NA,NA,5,0
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Curculionidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Curculionidae",NA,NA,NA,5,0
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Curculionidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Curculionidae",NA,NA,NA,5,0
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Curculionidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Curculionidae",NA,NA,NA,5,0
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Curculionidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Curculionidae",NA,NA,NA,5,0
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Curculionidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Curculionidae",NA,NA,NA,5,0
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Curculionidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Curculionidae",NA,NA,NA,5,0
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Curculionidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Curculionidae",NA,NA,NA,5,0
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Curculionidae Gen. sp.","F","Arthropoda","Hexapoda","Insecta","Coleoptera","Curculionidae",NA,NA,NA,5,0
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Dicranota sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tipulidae","Pediciini","Dicranota",NA,10,291
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Dicranota sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tipulidae","Pediciini","Dicranota",NA,10,67
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Dicranota sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tipulidae","Pediciini","Dicranota",NA,10,53
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Dicranota sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tipulidae","Pediciini","Dicranota",NA,10,58
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Dicranota sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tipulidae","Pediciini","Dicranota",NA,10,1
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Dicranota sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tipulidae","Pediciini","Dicranota",NA,10,144
"Hainbach_agriculture_03.06.2019","Hainbach","agriculture","03.06.2019","Dicranota sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tipulidae","Pediciini","Dicranota",NA,10,95
"Kropsbach_refuge_04.06.2019","Kropsbach","refuge","04.06.2019","Dicranota sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tipulidae","Pediciini","Dicranota",NA,5,17
"Kropsbach_edge_04.06.2019","Kropsbach","edge","04.06.2019","Dicranota sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tipulidae","Pediciini","Dicranota",NA,5,5
"Modenbach_edge_03.06.2019","Modenbach","edge","03.06.2019","Dicranota sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tipulidae","Pediciini","Dicranota",NA,5,99
"Hainbach_refuge_03.06.2019","Hainbach","refuge","03.06.2019","Dicranota sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tipulidae","Pediciini","Dicranota",NA,5,20
"Hainbach_edge_03.06.2019","Hainbach","edge","03.06.2019","Dicranota sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tipulidae","Pediciini","Dicranota",NA,5,22
"Otterbach_refuge_05.06.2019","Otterbach","refuge","05.06.2019","Dicranota sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tipulidae","Pediciini","Dicranota",NA,5,15
"Otterbach_edge_05.06.2019","Otterbach","edge","05.06.2019","Dicranota sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tipulidae","Pediciini","Dicranota",NA,5,4
"Triefenbach_refuge_03.06.2019","Triefenbach","refuge","03.06.2019","Dicranota sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tipulidae","Pediciini","Dicranota",NA,5,8
"Triefenbach_edge_03.06.2019","Triefenbach","edge","03.06.2019","Dicranota sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tipulidae","Pediciini","Dicranota",NA,5,12
"Russbach_refuge_05.06.2019","Russbach","refuge","05.06.2019","Dicranota sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tipulidae","Pediciini","Dicranota",NA,5,40
"Russbach_edge_05.06.2019","Russbach","edge","05.06.2019","Dicranota sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Tipulidae","Pediciini","Dicranota",NA,5,2
"Triefenbach_agriculture_04.06.2019","Triefenbach","agriculture","04.06.2019","Dixa sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Dixidae",NA,"Dixa",NA,10,0
"Otterbach_agriculture_05.06.2019","Otterbach","agriculture","05.06.2019","Dixa sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Dixidae",NA,"Dixa",NA,10,0
"Modenbach_agriculture_03.06.2019","Modenbach","agriculture","03.06.2019","Dixa sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Dixidae",NA,"Dixa",NA,10,0
"Modenbach_refuge_03.06.2019","Modenbach","refuge","03.06.2019","Dixa sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Dixidae",NA,"Dixa",NA,10,1
"Kropsbach_agriculture_04.06.2019","Kropsbach","agriculture","04.06.2019","Dixa sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Dixidae",NA,"Dixa",NA,10,0
"Russbach_agriculture_05.06.2019","Russbach","agriculture","05.06.2019","Dixa sp.","G","Arthropoda","Hexapoda","Insecta","Diptera","Dixidae",NA,"Dixa",NA,10,1
